<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20210520,104500,4144.4000000,4147.6900000,4144.3500000,4147.6700000,56
20210520,104600,4147.6200000,4148.2100000,4147.5300000,4147.6900000,55
20210520,104700,4147.6700000,4147.7600000,4147.3500000,4147.5900000,56
20210520,104800,4147.5700000,4147.8000000,4147.1100000,4147.1100000,54
20210520,104900,4147.0500000,4147.0500000,4146.4800000,4146.6600000,51
20210520,105000,4146.7500000,4147.9200000,4146.6900000,4147.7500000,54
20210520,105100,4147.6300000,4148.0800000,4147.2500000,4147.6500000,54
20210520,105200,4147.6900000,4148.3600000,4147.6900000,4148.1300000,51
20210520,105300,4148.1200000,4148.6300000,4147.8600000,4148.5100000,53
20210520,105400,4148.5300000,4148.7800000,4147.8800000,4147.9100000,57
20210520,105500,4147.8500000,4148.0500000,4146.9500000,4147.0000000,51
20210520,105600,4147.0500000,4147.4200000,4146.9700000,4147.4100000,55
20210520,105700,4147.4200000,4148.1100000,4147.4200000,4147.8700000,52
20210520,105800,4147.8600000,4147.9500000,4147.2300000,4147.2400000,56
20210520,105900,4147.1800000,4147.3100000,4146.5800000,4146.7400000,58
20210520,110000,4146.7700000,4148.4600000,4146.7700000,4148.4600000,58
20210520,110100,4148.5200000,4149.0000000,4148.0500000,4148.1700000,51
20210520,110200,4148.1500000,4148.1500000,4147.6500000,4148.1500000,49
20210520,110300,4148.3000000,4148.7900000,4148.0200000,4148.1700000,52
20210520,110400,4148.1500000,4148.3600000,4147.6800000,4148.0600000,56
20210520,110500,4148.0100000,4148.7000000,4148.0000000,4148.6800000,56
20210520,110600,4148.6600000,4148.8500000,4147.9900000,4148.1100000,57
20210520,110700,4148.0900000,4148.9700000,4147.9900000,4148.3900000,53
20210520,110800,4148.4100000,4149.1800000,4148.3600000,4149.1800000,59
20210520,110900,4149.2100000,4149.6000000,4149.2100000,4149.4000000,57
20210520,111000,4149.4100000,4149.6500000,4149.4000000,4149.5700000,51
20210520,111100,4149.4200000,4149.9600000,4149.3600000,4149.9500000,54
20210520,111200,4149.9800000,4150.4700000,4149.8400000,4150.4200000,50
20210520,111300,4150.4000000,4150.5200000,4149.9900000,4150.1000000,49
20210520,111400,4150.0900000,4150.1800000,4148.7700000,4148.8600000,56
20210520,111500,4148.8400000,4149.7600000,4148.8400000,4149.7600000,49
20210520,111600,4149.7700000,4150.0100000,4149.6800000,4149.8700000,52
20210520,111700,4149.8500000,4150.3000000,4149.7500000,4149.9400000,56
20210520,111800,4149.9500000,4150.6300000,4149.9500000,4150.5600000,52
20210520,111900,4150.5800000,4150.7600000,4150.2600000,4150.7300000,51
20210520,112000,4150.7500000,4150.9200000,4150.1000000,4150.1300000,56
20210520,112100,4150.1200000,4150.5300000,4149.7900000,4149.9000000,49
20210520,112200,4149.9300000,4150.7600000,4149.8100000,4150.6600000,52
20210520,112300,4150.6500000,4150.6800000,4150.3100000,4150.6400000,52
20210520,112400,4150.6500000,4151.0200000,4150.5600000,4150.5600000,48
20210520,112500,4150.5500000,4151.3800000,4150.5000000,4151.3800000,48
20210520,112600,4151.3500000,4153.1200000,4151.3500000,4153.1200000,55
20210520,112700,4153.0700000,4153.4600000,4152.9800000,4153.4000000,57
20210520,112800,4153.4200000,4155.0800000,4153.4200000,4155.0800000,56
20210520,112900,4155.0200000,4155.5000000,4155.0000000,4155.5000000,54
20210520,113000,4155.4100000,4156.0700000,4155.4100000,4156.0700000,50
20210520,113100,4156.0900000,4156.5300000,4156.0300000,4156.5300000,53
20210520,113200,4156.5400000,4157.7000000,4156.5400000,4157.3700000,56
20210520,113300,4157.3100000,4157.9400000,4157.2000000,4157.8800000,49
20210520,113400,4157.9100000,4158.9800000,4157.9100000,4158.8500000,58
20210520,113500,4158.8800000,4160.4600000,4158.8800000,4159.7200000,57
20210520,113600,4159.7100000,4159.7100000,4158.9000000,4159.0100000,54
20210520,113700,4158.9300000,4159.6800000,4158.9200000,4159.3800000,52
20210520,113800,4159.3600000,4160.3400000,4159.3600000,4160.3400000,56
20210520,113900,4160.3800000,4160.8900000,4160.3700000,4160.8900000,52
20210520,114000,4160.9000000,4162.3100000,4160.9000000,4162.1800000,55
20210520,114100,4162.1200000,4162.2500000,4161.1000000,4162.0000000,55
20210520,114200,4161.9900000,4163.1800000,4161.7700000,4163.0300000,56
20210520,114300,4163.0600000,4163.9300000,4162.9700000,4163.8600000,51
20210520,114400,4163.8400000,4164.2000000,4163.5200000,4163.7800000,53
20210520,114500,4163.6700000,4165.1400000,4163.6100000,4165.0100000,54
20210520,114600,4164.9700000,4165.2800000,4164.4900000,4165.2800000,53
20210520,114700,4165.3000000,4165.5300000,4164.9300000,4165.5300000,48
20210520,114800,4165.5600000,4166.2500000,4165.5200000,4166.2300000,53
20210520,114900,4166.5300000,4166.7400000,4166.5200000,4166.6800000,57
20210520,115000,4166.8600000,4167.9400000,4166.8600000,4167.9000000,56
20210520,115100,4167.9100000,4168.1200000,4167.4300000,4167.4300000,54
20210520,115200,4167.3900000,4167.3900000,4166.0300000,4166.0300000,55
20210520,115300,4166.0600000,4166.1300000,4165.4500000,4165.7200000,50
20210520,115400,4165.6900000,4165.8500000,4164.4000000,4164.4500000,56
20210520,115500,4164.5500000,4165.6000000,4164.5100000,4165.6000000,59
20210520,115600,4165.5400000,4166.1000000,4165.1000000,4165.1300000,52
20210520,115700,4165.1400000,4165.1400000,4164.7700000,4165.0600000,50
20210520,115800,4165.0900000,4165.1500000,4163.8900000,4163.8900000,52
20210520,115900,4163.9000000,4163.9700000,4162.6400000,4162.7200000,56
20210520,120000,4162.7400000,4162.9400000,4160.8300000,4160.8300000,54
20210520,120100,4160.9000000,4161.0500000,4158.7000000,4158.7000000,49
20210520,120200,4158.7500000,4158.8000000,4157.7800000,4158.2400000,56
20210520,120300,4158.2100000,4159.8000000,4158.2100000,4159.5800000,52
20210520,120400,4159.6200000,4159.6500000,4158.8300000,4158.8400000,50
20210520,120500,4158.8700000,4159.0200000,4157.8500000,4158.0200000,55
20210520,120600,4158.0300000,4158.2500000,4157.0900000,4157.2400000,50
20210520,120700,4157.2700000,4158.3300000,4157.0800000,4158.3000000,55
20210520,120800,4158.2900000,4158.3700000,4158.0100000,4158.1300000,55
20210520,120900,4158.2400000,4158.7800000,4158.2400000,4158.6100000,53
20210520,121000,4158.4300000,4158.6400000,4157.9500000,4158.3900000,55
20210520,121100,4158.3800000,4158.8500000,4158.0500000,4158.8400000,55
20210520,121200,4158.8500000,4159.6700000,4158.8500000,4159.6100000,52
20210520,121300,4159.5900000,4159.6200000,4158.6600000,4158.7500000,55
20210520,121400,4158.8700000,4158.8700000,4157.0600000,4157.2200000,55
20210520,121500,4157.2100000,4158.4200000,4157.2100000,4158.1100000,54
20210520,121600,4158.1500000,4158.8000000,4158.0000000,4158.2300000,50
20210520,121700,4158.2000000,4158.2000000,4157.6400000,4158.1900000,50
20210520,121800,4158.1700000,4158.4000000,4157.6700000,4157.9700000,50
20210520,121900,4158.0100000,4158.5200000,4156.6100000,4156.7200000,57
20210520,122000,4156.7500000,4157.8100000,4156.7400000,4157.8100000,56
20210520,122100,4157.8500000,4157.8500000,4156.4900000,4156.6900000,53
20210520,122200,4156.6700000,4156.6700000,4155.1400000,4155.1400000,51
20210520,122300,4155.1100000,4155.4600000,4154.5000000,4155.4600000,54
20210520,122400,4155.4700000,4155.7700000,4155.2600000,4155.7100000,54
20210520,122500,4155.7200000,4156.8100000,4155.7200000,4156.8100000,52
20210520,122600,4156.7500000,4157.1200000,4155.5500000,4155.7900000,54
20210520,122700,4155.8300000,4156.6000000,4155.5600000,4156.2400000,55
20210520,122800,4156.1600000,4156.1600000,4154.8500000,4154.8500000,54
20210520,122900,4154.7200000,4155.1900000,4153.8800000,4154.0700000,54
20210520,123000,4154.1100000,4155.9000000,4154.1100000,4155.8700000,55
20210520,123100,4155.8900000,4156.1800000,4155.6900000,4156.0800000,51
20210520,123200,4155.9600000,4156.2600000,4155.8200000,4156.1600000,47
20210520,123300,4156.1500000,4156.8400000,4156.1000000,4156.8400000,52
20210520,123400,4156.8300000,4157.0300000,4155.9900000,4156.2000000,49
20210520,123500,4156.1300000,4156.1900000,4154.3500000,4154.3900000,53
20210520,123600,4154.1600000,4154.1600000,4150.8000000,4151.0400000,56
20210520,123700,4150.9700000,4151.6800000,4150.0500000,4150.0500000,56
20210520,123800,4150.0100000,4150.4800000,4149.0400000,4149.9300000,56
20210520,123900,4150.2500000,4152.1800000,4150.1200000,4151.0400000,53
20210520,124000,4151.0200000,4151.3800000,4150.1300000,4151.3600000,58
20210520,124100,4151.3900000,4151.8100000,4151.3200000,4151.3700000,57
20210520,124200,4151.3600000,4151.3700000,4150.6200000,4150.6400000,50
20210520,124300,4150.6800000,4150.6800000,4148.7100000,4148.7100000,58
20210520,124400,4148.6800000,4149.3200000,4148.6200000,4148.7200000,57
20210520,124500,4148.7100000,4150.9800000,4148.7100000,4150.9800000,57
20210520,124600,4151.0400000,4151.8400000,4151.0400000,4151.5200000,55
20210520,124700,4151.5800000,4151.6200000,4150.9200000,4151.0200000,53
20210520,124800,4151.0100000,4152.8000000,4151.0100000,4152.4100000,56
20210520,124900,4152.4400000,4152.7200000,4152.0900000,4152.7100000,53
20210520,125000,4152.6700000,4154.0500000,4152.3300000,4153.9600000,58
20210520,125100,4153.8000000,4153.8500000,4153.0300000,4153.6700000,54
20210520,125200,4153.7600000,4153.7600000,4152.7200000,4153.3500000,53
20210520,125300,4153.3300000,4153.7400000,4152.9900000,4153.6800000,56
20210520,125400,4153.6600000,4154.0300000,4153.5000000,4153.8500000,50
20210520,125500,4153.8300000,4153.8300000,4152.9200000,4153.4800000,53
20210520,125600,4153.4900000,4153.7400000,4153.3200000,4153.5400000,49
20210520,125700,4153.5200000,4154.2600000,4153.3000000,4154.2100000,49
20210520,125800,4154.1900000,4155.6300000,4154.1900000,4155.6300000,51
20210520,125900,4155.6000000,4155.6700000,4155.2600000,4155.2800000,55
20210520,130000,4155.2500000,4155.2500000,4153.8900000,4154.5600000,52
20210520,130100,4154.6200000,4155.7800000,4154.6200000,4155.4800000,52
20210520,130200,4155.4100000,4155.4100000,4154.7400000,4155.2200000,54
20210520,130300,4155.2000000,4156.0800000,4155.1200000,4156.0300000,51
20210520,130400,4156.0400000,4156.0400000,4155.3600000,4155.3600000,52
20210520,130500,4155.3700000,4156.5400000,4155.3600000,4156.1000000,52
20210520,130600,4156.0800000,4157.2500000,4155.7100000,4157.1300000,55
20210520,130700,4157.1500000,4157.4600000,4156.9800000,4157.2100000,52
20210520,130800,4157.2200000,4158.1500000,4157.2100000,4158.0500000,57
20210520,130900,4158.0700000,4158.5200000,4157.8800000,4158.4500000,52
20210520,131000,4158.4600000,4159.1200000,4158.4200000,4158.6900000,52
20210520,131100,4158.7400000,4159.1300000,4158.6300000,4159.0700000,53
20210520,131200,4159.0900000,4159.2300000,4158.8700000,4159.2300000,47
20210520,131300,4159.2200000,4159.5500000,4159.1500000,4159.4800000,51
20210520,131400,4159.5000000,4159.6800000,4159.1300000,4159.1900000,50
20210520,131500,4159.3700000,4160.0500000,4159.3700000,4160.0100000,54
20210520,131600,4160.0000000,4160.2100000,4159.3000000,4159.3200000,55
20210520,131700,4159.3000000,4159.8600000,4159.2700000,4159.8500000,50
20210520,131800,4159.8400000,4160.3000000,4159.5500000,4160.2500000,52
20210520,131900,4160.2600000,4161.0200000,4160.1300000,4160.3800000,54
20210520,132000,4160.3900000,4160.9400000,4160.3700000,4160.9000000,52
20210520,132100,4160.9100000,4161.1700000,4160.9100000,4160.9700000,47
20210520,132200,4160.8500000,4160.8800000,4160.3400000,4160.8800000,53
20210520,132300,4161.0400000,4161.3700000,4161.0000000,4161.2700000,55
20210520,132400,4161.2600000,4161.2600000,4160.6800000,4160.8400000,53
20210520,132500,4160.7800000,4161.3400000,4160.5700000,4161.1300000,51
20210520,132600,4161.1100000,4161.3600000,4160.7200000,4160.8000000,49
20210520,132700,4160.8200000,4160.9500000,4160.1500000,4160.1700000,56
20210520,132800,4160.1000000,4160.2000000,4159.9100000,4160.0800000,50
20210520,132900,4160.0700000,4160.7500000,4160.0000000,4160.7500000,48
20210520,133000,4160.8300000,4161.2400000,4160.4400000,4161.2200000,52
20210520,133100,4161.2300000,4161.6800000,4161.2000000,4161.6800000,50
20210520,133200,4161.6500000,4161.8300000,4161.3800000,4161.8300000,50
20210520,133300,4161.8800000,4161.8900000,4161.4800000,4161.5400000,52
20210520,133400,4161.5800000,4161.9100000,4161.3300000,4161.3600000,51
20210520,133500,4161.3700000,4161.6700000,4161.1800000,4161.1800000,50
20210520,133600,4161.1600000,4161.4600000,4161.1600000,4161.3100000,48
20210520,133700,4161.3400000,4162.0100000,4161.3200000,4161.9500000,52
20210520,133800,4162.0000000,4162.1600000,4161.6700000,4162.0500000,48
20210520,133900,4162.0800000,4162.2400000,4161.5000000,4161.6600000,53
20210520,134000,4161.6200000,4161.9100000,4161.6200000,4161.8700000,50
20210520,134100,4161.8400000,4162.0100000,4161.7600000,4162.0100000,48
20210520,134200,4161.9800000,4161.9800000,4161.6700000,4161.9600000,46
20210520,134300,4161.9700000,4162.3600000,4161.6200000,4161.7000000,51
20210520,134400,4161.7100000,4162.2300000,4161.6300000,4161.9300000,45
20210520,134500,4161.9500000,4161.9500000,4161.1300000,4161.1300000,52
20210520,134600,4161.1700000,4161.2200000,4160.4200000,4161.0100000,58
20210520,134700,4160.9200000,4161.1500000,4160.9100000,4161.1200000,50
20210520,134800,4161.1600000,4161.3600000,4160.8800000,4161.0500000,48
20210520,134900,4161.0800000,4161.7600000,4161.0800000,4161.6600000,55
20210520,135000,4161.6100000,4161.8400000,4160.6400000,4160.6900000,55
20210520,135100,4160.7300000,4161.3000000,4160.7300000,4161.2000000,55
20210520,135200,4161.1900000,4161.3800000,4160.5200000,4160.5600000,47
20210520,135300,4160.5300000,4160.5300000,4155.5500000,4155.5500000,58
20210520,135400,4153.9200000,4155.7900000,4153.3500000,4155.6600000,52
20210520,135500,4155.5000000,4155.5000000,4154.2200000,4155.1300000,53
20210520,135600,4155.1600000,4156.2300000,4155.1600000,4156.2300000,54
20210520,135700,4156.3400000,4157.9800000,4156.3200000,4157.8400000,54
20210520,135800,4157.8300000,4158.1500000,4157.3400000,4158.1200000,53
20210520,135900,4158.0700000,4158.2500000,4157.7700000,4158.2000000,52
20210520,140000,4158.2100000,4159.0900000,4158.2100000,4158.8700000,52
20210520,140100,4158.8000000,4159.2000000,4158.1900000,4159.2000000,51
20210520,140200,4159.2500000,4159.7800000,4159.2300000,4159.7800000,50
20210520,140300,4159.8500000,4160.4800000,4159.1200000,4159.2800000,54
20210520,140400,4159.2500000,4159.2500000,4158.5600000,4158.7400000,52
20210520,140500,4158.7300000,4160.0300000,4158.7300000,4159.0400000,54
20210520,140600,4159.0300000,4159.8000000,4158.8900000,4159.8000000,53
20210520,140700,4159.8100000,4160.4200000,4159.8100000,4160.2200000,53
20210520,140800,4160.3400000,4160.4200000,4159.8100000,4160.4000000,49
20210520,140900,4160.4300000,4160.6500000,4160.1400000,4160.1400000,49
20210520,141000,4160.1200000,4160.5400000,4159.9400000,4160.4300000,54
20210520,141100,4160.3900000,4160.3900000,4158.8400000,4159.8100000,51
20210520,141200,4159.7600000,4159.7900000,4158.9200000,4159.5600000,52
20210520,141300,4159.5500000,4160.8000000,4159.5500000,4160.7500000,52
20210520,141400,4160.7300000,4160.7700000,4160.2700000,4160.2900000,51
20210520,141500,4160.2800000,4161.2600000,4160.0900000,4160.4000000,56
20210520,141600,4160.4500000,4160.4500000,4158.2200000,4158.2600000,58
20210520,141700,4158.2700000,4159.3300000,4158.1200000,4159.3200000,52
20210520,141800,4159.3300000,4160.1500000,4159.3300000,4160.0600000,49
20210520,141900,4160.0400000,4160.1900000,4159.9000000,4160.1500000,53
20210520,142000,4160.1400000,4160.5000000,4159.3900000,4159.4800000,52
20210520,142100,4159.4600000,4160.2300000,4159.1100000,4160.2000000,51
20210520,142200,4160.1600000,4160.3500000,4160.0200000,4160.1900000,47
20210520,142300,4160.2100000,4160.2100000,4159.8200000,4159.8200000,51
20210520,142400,4159.8300000,4160.0200000,4159.7100000,4159.9500000,51
20210520,142500,4159.8900000,4159.9200000,4159.5600000,4159.6200000,52
20210520,142600,4159.6800000,4159.8600000,4159.3900000,4159.3900000,47
20210520,142700,4159.3800000,4159.7100000,4158.7700000,4159.7000000,57
20210520,142800,4159.9000000,4161.2300000,4159.9000000,4161.1800000,51
20210520,142900,4161.2000000,4162.0500000,4161.2000000,4162.0500000,53
20210520,143000,4162.1300000,4162.8400000,4162.1300000,4162.7500000,58
20210520,143100,4162.7800000,4163.2100000,4162.7200000,4162.8000000,51
20210520,143200,4162.8100000,4162.9200000,4161.2700000,4161.5800000,57
20210520,143300,4161.5000000,4161.6600000,4160.9300000,4161.2800000,51
20210520,143400,4161.2900000,4161.3900000,4160.1600000,4160.3600000,50
20210520,143500,4160.3300000,4161.3300000,4160.1800000,4161.3300000,55
20210520,143600,4161.3500000,4162.1300000,4161.1400000,4162.1300000,52
20210520,143700,4162.1200000,4162.5500000,4162.0800000,4162.1300000,55
20210520,143800,4162.1400000,4162.4300000,4162.0200000,4162.1100000,57
20210520,143900,4162.0700000,4162.2700000,4161.8800000,4162.1100000,54
20210520,144000,4162.1200000,4163.3900000,4161.7600000,4163.3900000,57
20210520,144100,4163.4000000,4163.4200000,4163.0300000,4163.0500000,49
20210520,144200,4163.0100000,4163.4800000,4162.9900000,4163.3300000,50
20210520,144300,4163.3500000,4163.3600000,4162.5900000,4163.3200000,52
20210520,144400,4163.3100000,4163.3700000,4162.3100000,4162.5200000,54
20210520,144500,4162.5500000,4163.1500000,4162.4600000,4162.4600000,51
20210520,144600,4162.4500000,4162.4800000,4161.7900000,4162.0100000,51
20210520,144700,4162.0800000,4162.1000000,4161.2900000,4161.5900000,51
20210520,144800,4161.6200000,4162.0600000,4161.6200000,4162.0600000,53
20210520,144900,4162.2300000,4162.8600000,4162.2300000,4162.8500000,51
20210520,145000,4162.8900000,4162.8900000,4161.9200000,4162.1700000,54
20210520,145100,4162.1800000,4162.5800000,4162.1800000,4162.4700000,54
20210520,145200,4162.5200000,4163.0700000,4162.5200000,4162.8000000,54
20210520,145300,4162.8100000,4163.4300000,4162.7400000,4162.7700000,49
20210520,145400,4162.8200000,4164.9700000,4162.8200000,4164.9700000,57
20210520,145500,4164.8400000,4164.8400000,4163.7400000,4164.6100000,55
20210520,145600,4164.6400000,4165.1700000,4163.8600000,4164.1300000,52
20210520,145700,4164.1600000,4164.3400000,4163.1300000,4163.6300000,55
20210520,145800,4163.6600000,4164.1700000,4163.6400000,4163.7500000,51
20210520,145900,4163.7400000,4163.7400000,4162.0000000,4162.8300000,55
20210520,150000,4162.8500000,4162.9800000,4160.0900000,4161.9000000,54
20210520,150100,4161.9600000,4162.7900000,4160.6500000,4160.6800000,57
20210520,150200,4160.6900000,4163.9200000,4160.6900000,4163.7700000,58
20210520,150300,4163.5500000,4163.5500000,4162.1800000,4162.2800000,54
20210520,150400,4162.3200000,4162.6600000,4161.8100000,4162.6600000,52
20210520,150500,4162.8100000,4162.8500000,4161.9000000,4162.5000000,54
20210520,150600,4162.5900000,4162.6100000,4161.7000000,4161.7500000,49
20210520,150700,4161.7200000,4161.7200000,4160.8900000,4161.6000000,55
20210520,150800,4161.6100000,4162.5900000,4161.6100000,4162.1200000,55
20210520,150900,4162.1000000,4162.4500000,4161.8800000,4162.4500000,46
20210520,151000,4162.4400000,4163.4700000,4162.2300000,4163.4700000,51
20210520,151100,4163.7300000,4165.6600000,4163.7300000,4165.2400000,54
20210520,151200,4165.1600000,4165.6500000,4164.8800000,4165.3900000,53
20210520,151300,4165.3800000,4165.5000000,4164.8100000,4165.3600000,54
20210520,151400,4165.4000000,4165.7500000,4164.6400000,4164.6600000,49
20210520,151500,4164.6900000,4165.3900000,4164.6100000,4165.1100000,53
20210520,151600,4165.1600000,4165.8300000,4165.0700000,4165.6700000,52
20210520,151700,4165.6600000,4166.4200000,4165.6600000,4166.1500000,51
20210520,151800,4166.0900000,4167.1100000,4166.0100000,4166.6700000,53
20210520,151900,4166.6500000,4167.1300000,4166.4200000,4166.6400000,53
20210520,152000,4166.7200000,4167.2800000,4166.1700000,4166.6200000,51
20210520,152100,4166.5100000,4167.8600000,4166.4900000,4167.8600000,56
20210520,152200,4167.9800000,4168.2900000,4167.5500000,4167.9000000,50
20210520,152300,4167.9300000,4168.9000000,4167.4800000,4168.9000000,45
20210520,152400,4168.8400000,4170.6500000,4168.8100000,4170.3700000,51
20210520,152500,4170.3500000,4171.5200000,4170.3500000,4171.5000000,53
20210520,152600,4171.5500000,4171.5900000,4170.9000000,4171.5900000,53
20210520,152700,4171.6500000,4172.1200000,4171.5600000,4172.1200000,54
20210520,152800,4172.1000000,4172.8000000,4171.7700000,4171.8800000,53
20210520,152900,4171.8500000,4172.5200000,4171.6600000,4172.5200000,53
20210520,153000,4172.5400000,4172.6200000,4169.9100000,4170.1300000,57
20210520,153100,4170.0400000,4170.7500000,4169.6200000,4169.8600000,49
20210520,153200,4170.1200000,4171.1900000,4170.1200000,4170.7400000,52
20210520,153300,4170.6400000,4170.7700000,4168.4700000,4168.4700000,56
20210520,153400,4168.4500000,4169.1100000,4167.8400000,4167.9200000,59
20210520,153500,4167.9100000,4169.3500000,4167.9100000,4168.2900000,55
20210520,153600,4168.3300000,4169.0900000,4168.2500000,4168.3600000,51
20210520,153700,4168.4100000,4168.4100000,4166.6600000,4166.7300000,52
20210520,153800,4166.7400000,4167.1800000,4166.3800000,4167.1800000,58
20210520,153900,4167.1000000,4167.1000000,4165.6300000,4165.6300000,57
20210520,154000,4165.6500000,4166.8900000,4165.6300000,4165.6300000,56
20210520,154100,4165.6000000,4165.6000000,4164.5900000,4164.9900000,54
20210520,154200,4165.0000000,4165.0000000,4163.3100000,4163.5100000,55
20210520,154300,4163.5000000,4163.6900000,4162.7300000,4162.8400000,58
20210520,154400,4162.5900000,4164.2000000,4162.5900000,4164.1800000,53
20210520,154500,4164.2400000,4166.1000000,4164.2300000,4165.7700000,55
20210520,154600,4165.6200000,4165.8300000,4164.5400000,4165.2000000,56
20210520,154700,4165.0600000,4166.6000000,4164.7100000,4166.6000000,55
20210520,154800,4166.6900000,4167.0700000,4162.3900000,4162.7600000,56
20210520,154900,4163.3600000,4164.1100000,4162.0700000,4162.0700000,56
20210520,155000,4159.7500000,4160.3300000,4159.2100000,4159.2200000,54
20210520,155100,4159.2100000,4159.4400000,4158.2100000,4158.3400000,54
20210520,155200,4158.6700000,4161.8800000,4158.3300000,4161.6200000,54
20210520,155300,4161.6300000,4162.9100000,4161.1200000,4162.8900000,56
20210520,155400,4163.2000000,4165.2600000,4161.2900000,4165.0300000,56
20210520,155500,4164.6400000,4164.6400000,4162.0100000,4162.2900000,58
20210520,155600,4162.4400000,4162.5300000,4159.2900000,4159.8400000,57
20210520,155700,4159.7700000,4160.6000000,4159.0900000,4159.9400000,55
20210520,155800,4159.9700000,4159.9700000,4156.7500000,4156.7600000,57
20210520,155900,4157.5800000,4159.2300000,4157.4200000,4158.5400000,50
20210520,160000,4159.3600000,4159.3600000,4159.2400000,4159.2400000,4
20210520,160200,4159.2300000,4159.2500000,4159.1400000,4159.1500000,7
20210520,160300,4159.1400000,4159.1600000,4159.0900000,4159.1300000,11
20210520,160400,4159.1400000,4159.1500000,4159.1300000,4159.1300000,3
20210520,160500,4159.1200000,4159.1200000,4159.1200000,4159.1200000,1
20210521,093000,4168.6100000,4179.9300000,4168.6100000,4178.4900000,56
20210521,093100,4178.4400000,4179.6800000,4178.0400000,4179.3500000,59
20210521,093200,4179.5800000,4180.9400000,4179.2500000,4179.9200000,57
20210521,093300,4180.1600000,4181.3300000,4179.9300000,4180.7000000,56
20210521,093400,4180.7700000,4182.9800000,4180.4500000,4182.8200000,60
20210521,093500,4182.8600000,4182.9400000,4181.5700000,4182.2600000,56
20210521,093600,4182.3100000,4183.5500000,4181.9000000,4183.5300000,58
20210521,093700,4183.6300000,4184.7200000,4183.4400000,4184.4400000,57
20210521,093800,4184.4700000,4186.1100000,4184.1800000,4186.0200000,58
20210521,093900,4185.9600000,4185.9600000,4182.9700000,4182.9700000,56
20210521,094000,4182.9300000,4183.2200000,4181.8800000,4181.8800000,57
20210521,094100,4181.9500000,4183.1500000,4181.9500000,4183.1500000,59
20210521,094200,4183.1600000,4183.9900000,4182.8000000,4183.8200000,56
20210521,094300,4183.5800000,4183.9900000,4183.2800000,4183.7500000,57
20210521,094400,4183.7600000,4183.7600000,4182.2700000,4182.3800000,56
20210521,094500,4182.1800000,4182.5400000,4179.7200000,4180.3200000,51
20210521,094600,4180.3400000,4181.2700000,4179.8800000,4181.0800000,50
20210521,094700,4181.0300000,4181.4300000,4180.4800000,4180.8000000,56
20210521,094800,4180.8600000,4180.9500000,4180.2000000,4180.2000000,57
20210521,094900,4180.2600000,4181.7100000,4179.3600000,4181.6800000,51
20210521,095000,4181.5900000,4181.6100000,4178.9800000,4180.0400000,51
20210521,095100,4179.8500000,4181.7600000,4179.8200000,4181.7600000,57
20210521,095200,4181.8500000,4184.6700000,4181.8500000,4183.8300000,57
20210521,095300,4183.6100000,4185.0800000,4183.1500000,4184.8900000,52
20210521,095400,4184.8200000,4184.8200000,4183.8600000,4184.2700000,54
20210521,095500,4184.3000000,4184.5000000,4183.6800000,4184.5000000,57
20210521,095600,4184.4500000,4185.2800000,4184.1200000,4185.1800000,56
20210521,095700,4185.3000000,4187.4200000,4185.3000000,4186.8500000,60
20210521,095800,4186.7900000,4187.6100000,4186.7900000,4187.4300000,58
20210521,095900,4187.4000000,4188.5000000,4187.0300000,4188.5000000,56
20210521,100000,4188.6300000,4188.7200000,4186.4900000,4186.7800000,59
20210521,100100,4186.8000000,4186.8000000,4184.9000000,4185.2400000,57
20210521,100200,4185.2200000,4185.9500000,4185.0000000,4185.4400000,59
20210521,100300,4184.2100000,4184.8400000,4183.2900000,4184.6300000,58
20210521,100400,4184.6500000,4185.1500000,4184.4800000,4184.4800000,59
20210521,100500,4184.3800000,4184.8000000,4183.9500000,4184.1100000,57
20210521,100600,4184.3400000,4184.6000000,4183.1000000,4183.3300000,59
20210521,100700,4183.3600000,4183.3600000,4179.7200000,4180.0600000,55
20210521,100800,4180.4900000,4181.7200000,4180.4900000,4181.2300000,57
20210521,100900,4181.1200000,4182.5200000,4180.4500000,4182.4800000,57
20210521,101000,4182.4200000,4184.2500000,4181.9400000,4183.3100000,57
20210521,101100,4183.1900000,4183.5200000,4182.8600000,4183.4400000,57
20210521,101200,4183.3300000,4183.3300000,4181.9100000,4181.9100000,57
20210521,101300,4181.7100000,4181.7400000,4180.7100000,4181.2800000,59
20210521,101400,4181.2700000,4181.2900000,4179.4400000,4179.4400000,53
20210521,101500,4179.4000000,4179.9500000,4178.0200000,4179.4300000,56
20210521,101600,4179.3800000,4179.7700000,4178.0700000,4179.7000000,57
20210521,101700,4179.7100000,4179.8500000,4178.3800000,4179.1300000,59
20210521,101800,4179.1700000,4179.1700000,4176.8600000,4176.8600000,58
20210521,101900,4176.9200000,4177.8800000,4176.9200000,4177.5900000,58
20210521,102000,4177.5700000,4177.9700000,4176.9700000,4176.9900000,58
20210521,102100,4176.9700000,4176.9700000,4175.9400000,4175.9500000,56
20210521,102200,4175.9300000,4177.6300000,4175.3800000,4177.5900000,54
20210521,102300,4177.4600000,4178.0700000,4177.1700000,4177.6500000,60
20210521,102400,4177.7300000,4178.0200000,4176.1800000,4176.3200000,55
20210521,102500,4176.3400000,4177.5400000,4176.3400000,4177.2300000,56
20210521,102600,4177.1000000,4177.8300000,4175.4200000,4175.4600000,55
